dataset,database_name,pipeline,n_train,n_test,n_features,ref_rmse_pls,ref_rmse_paper_ridge,ref_rmse_tabpfn_raw,ref_rmse_tabpfn_opt,ref_rmse_cnn,ref_rmse_catboost,ref_rmse_aom_ridge_curated_best,status,error_message,rmsep,fit_time_s,predict_time_s,relative_rmsep_vs_pls,relative_rmsep_vs_paper_ridge,relative_rmsep_vs_tabpfn_raw,relative_rmsep_vs_tabpfn_opt,relative_rmsep_vs_cnn,relative_rmsep_vs_catboost,relative_rmsep_vs_aom_ridge_curated_best
WOOD_N_402_Olale,WOOD_density,FCK-PLS,216,186,1038,0.050733292038705,0.0491404173686128,0.048441743675388,0.0472945910950756,0.0648556609480335,0.0509146784257037,0.0484009753974356,OK,,0.05144364454537878,1.1385870340745896,0.12441433197818696,0.014001703381121944,0.04687032182671502,0.06196929842382959,0.08772786388960219,-0.20679792953465204,0.010389265650513124,0.06286379815610887
WOOD_N_402_Olale,WOOD_density,FCK-AOMPLS,216,186,1038,0.050733292038705,0.0491404173686128,0.048441743675388,0.0472945910950756,0.0648556609480335,0.0509146784257037,0.0484009753974356,OK,,0.05092840933380629,145.93086120905355,0.1257440149784088,0.003845941930053165,0.03638536383973667,0.051333116228879705,0.0768336960864231,-0.21474226629787352,0.00026968466711663197,0.052218657074927455
WOOD_N_402_Olale,WOOD_density,Concat-SNV-FCK-AOMPLS,216,186,1038,0.050733292038705,0.0491404173686128,0.048441743675388,0.0472945910950756,0.0648556609480335,0.0509146784257037,0.0484009753974356,OK,,0.05032632144998276,148.9022648469545,0.09947880601976067,-0.008021765833996275,0.024132967216664802,0.038904003687882716,0.06410310956727638,-0.2240257717779266,-0.011555743724857015,0.03977907545741677
ph_groupSampleID_stratDateVar_balRows,BERRY,PLS-baseline,912,489,2101,0.3161983765407297,0.3133418251470631,0.251978582503602,0.2311397916046612,0.3014082315709076,0.2578402052728352,,OK,,0.394244451752648,1.0503206140128896,0.02506182703655213,0.24682629957103885,0.25819287472272245,0.5645950851676544,0.7056537475250437,0.3080082441607115,0.5290262871745537,
ph_groupSampleID_stratDateVar_balRows,BERRY,FCK-PLS,912,489,2101,0.3161983765407297,0.3133418251470631,0.251978582503602,0.2311397916046612,0.3014082315709076,0.2578402052728352,,OK,,0.32337521792283175,4.578926829039119,0.609205513028428,0.02269727460532245,0.03202059849833194,0.2833440632527138,0.39904607371079126,0.07288117593018129,0.25416909896053763,
ph_groupSampleID_stratDateVar_balRows,BERRY,FCK-AOMPLS,912,489,2101,0.3161983765407297,0.3133418251470631,0.251978582503602,0.2311397916046612,0.3014082315709076,0.2578402052728352,,OK,,0.38926810702040215,378.8511588360416,0.9612995210336521,0.23108825313737924,0.24231135386316205,0.5448460069610781,0.6841241584495403,0.2914979295408695,0.5097261755919553,
ph_groupSampleID_stratDateVar_balRows,BERRY,Concat-SNV-FCK-AOMPLS,912,489,2101,0.3161983765407297,0.3133418251470631,0.251978582503602,0.2311397916046612,0.3014082315709076,0.2578402052728352,,OK,,0.37827086869859644,387.3623673779657,0.7634087080368772,0.19630869973765086,0.20721473592317174,0.501202463083104,0.6365458585581254,0.25501173848865677,0.4670748043282342,
C_woOutlier,COLZA,PLS-baseline,1210,1209,1154,1.6479925765618069,2.249895808738,0.838604593642227,0.7934057539308966,1.083652343279137,1.10283466346398,,OK,,1.7968767493138416,0.8444177380297333,0.03344923898112029,0.09034274478508308,-0.20135112820102707,1.1426984337274466,1.2647639501116403,0.6581671792232593,0.6293255996051939,
C_woOutlier,COLZA,FCK-PLS,1210,1209,1154,1.6479925765618069,2.249895808738,0.838604593642227,0.7934057539308966,1.083652343279137,1.10283466346398,,OK,,1.8783170800386588,3.2484011680353433,0.5694357510656118,0.13976064379936481,-0.16515374945640937,1.2398125341536148,1.367410458939342,0.7333207386004101,0.703171964271512,
C_woOutlier,COLZA,FCK-AOMPLS,1210,1209,1154,1.6479925765618069,2.249895808738,0.838604593642227,0.7934057539308966,1.083652343279137,1.10283466346398,,OK,,1.4517016388344257,306.5784951419337,1.3071648960467428,-0.11910911524668477,-0.3547693927885902,0.7310919232261728,0.8297089876674435,0.3396377978951901,0.31633660686241205,
